1	2
650299398807810048	789690426	Sat Oct 03 18:50:33 IST 2015	The Home Varsity Girls Soccer game is ON for today vs Masuk at 3:30 pm . Good Luck Girls !
650299703079366657	789690426	Sat Oct 03 18:51:45 IST 2015	The Home JV and Varsity Girls Field Hockey games are ON for today vs Immaculate at 2:00 pm and 3:30 pm . Good Luck Girls !
2	2
647382193048784896	789690426	Fri Sep 25 17:38:37 IST 2015	Good Luck to the JV and Varsity Field Hockey teams today in their Away games at Newtown at 5:15 pm and 7:00 pm . Bus leaves at 3:45 pm .
647382831317012480	789690426	Fri Sep 25 17:41:09 IST 2015	Good Luck to the JV and Varsity Girls Volleyball teams today in their Away games at Immaculate at 3:30 pm and 5:00 pm . Bus leaves at 2:30 pm .
3	3
641616145980723200	789690426	Wed Sep 09 19:46:24 IST 2015	Girls Volleyball All Levels will have practice tonight from 5:30 - 7:30 PM !
641621568448299008	547908062	Wed Sep 09 20:07:57 IST 2015	Only varsity
641646032292589568	789690426	Wed Sep 09 21:45:09 IST 2015	Sorry Abbie ! Just resent updated tweet for volleyball .
4	2
622097267898609664	401603713	Fri Jul 17 23:05:21 IST 2015	Hello New Milford . So happy to be here and can't wait to start meeting the students and staff of
622509304394878976	789690426	Sun Jul 19 02:22:38 IST 2015	welcome to New Milford Mr. Williams ! Looking forward to meeting you and working with you !
5	2
658482501912956928	1612069513	Mon Oct 26 08:47:17 IST 2015	What shall the admins do on Michael's birthday ?
658486282071490560	308987912	Mon Oct 26 09:02:18 IST 2015	sing him a happy birthday jet black heart or airplanes tune ?
6	2
658276210301104128	2687627611	Sun Oct 25 19:07:33 IST 2015	when youre with your squad and your shit comes on shuffle
658276868395634688	308987912	Sun Oct 25 19:10:10 IST 2015	from left to right : positive , comparative , superlative
7	4
657896487611858944	2475373939	Sat Oct 24 17:58:40 IST 2015	i love luke :-) but fuck why ar zay lea :-)
657896814880796672	308987912	Sat Oct 24 17:59:58 IST 2015	apparently , his standards are quite low omg sorry not sorry girl ?
657897458379259904	2475373939	Sat Oct 24 18:02:31 IST 2015	HAHA TANGINA TALAGA UGHHHHHHH
657897816698716160	308987912	Sat Oct 24 18:03:57 IST 2015	pls ask him why’d he choose trash hay
8	2
639491032762159104	3108404973	Thu Sep 03 23:01:58 IST 2015	First official poster for Texas Chainsaw Massacre prequel , Leatherface
639495073592397824	185766475	Thu Sep 03 23:18:01 IST 2015	well , the poster looks cool
9	2
634069428443983872	16661296	Wed Aug 19 23:58:26 IST 2015	It's crystal clear why we love this prefab shed :
634070555969363968	185766475	Thu Aug 20 00:02:55 IST 2015	Brilliant
10	6
657891988314783744	2475373939	Sat Oct 24 17:40:47 IST 2015	GRR :-) :-) :-)
657894352413323266	308987912	Sat Oct 24 17:50:11 IST 2015	tapos airplanes kasunod .. saya ?
657894492058443776	2475373939	Sat Oct 24 17:50:44 IST 2015	r u guys trying to kill us 5SOS
657894822536081408	308987912	Sat Oct 24 17:52:03 IST 2015	ayaw ba nila satin ? ?? eh how bout those fuckgirls
657895377614405635	2475373939	Sat Oct 24 17:54:15 IST 2015	hence the book , " why men love bitches " HA HA HA HA HUHUHUHU
657895871288246272	308987912	Sat Oct 24 17:56:13 IST 2015	i know why !!! those men are fuckboys lol
11	4
656913306322653184	1352288989	Thu Oct 22 00:51:51 IST 2015	Ok folks of #DevonHour - which device do you use for twitter ? Reply to this tweet with an answer ...
656913567782977536	2563038847	Thu Oct 22 00:52:54 IST 2015	- my phone
656914223533039618	3186976215	Thu Oct 22 00:55:30 IST 2015	Yesterday old Windows phone . Now laptop . Tomorrow new iPhone :-)
656915205016961024	1352288989	Thu Oct 22 00:59:24 IST 2015	making the mist of technology then :-) #DevonHour
12	6
656913306322653184	1352288989	Thu Oct 22 00:51:51 IST 2015	Ok folks of #DevonHour - which device do you use for twitter ? Reply to this tweet with an answer ...
656913403982778368	1089081204	Thu Oct 22 00:52:15 IST 2015	Has to be my computer . : -0 #DevonHour
656914015369732096	300326183	Thu Oct 22 00:54:40 IST 2015	My iPhone
656915026939392000	1352288989	Thu Oct 22 00:58:41 IST 2015	do it find it difficult to keep up on a busy #DevonHour ? My iphone is freezing up tonight :-(
656920458055524352	300326183	Thu Oct 22 01:20:16 IST 2015	My Wi-Fi is playing up as well this evening technology eh ?!
656921235394330624	1352288989	Thu Oct 22 01:23:22 IST 2015	It is a real pain . My keyboard keeps freezing so have to wait for it to catch up ?
13	3
656913306322653184	1352288989	Thu Oct 22 00:51:51 IST 2015	Ok folks of #DevonHour - which device do you use for twitter ? Reply to this tweet with an answer ...
656917134078025728	1536378960	Thu Oct 22 01:07:04 IST 2015	My lovely Mac . ^_^ #devonhour
656918897904500737	1352288989	Thu Oct 22 01:14:04 IST 2015	its funny how all mac owners express their love for their mac ( including me ) ?
14	3
656909843953881089	2900790797	Thu Oct 22 00:38:06 IST 2015	Hi #DevonHour have you heard about our Old Barn #Wedding venue ? Check it out here :
656910502157795328	2563038847	Thu Oct 22 00:40:43 IST 2015	have you heard about my client ? Cracking wedding photographer ...
656910853657202688	2900790797	Thu Oct 22 00:42:06 IST 2015	Thanks for letting us know ! #devonhour
15	3
656909843953881089	2900790797	Thu Oct 22 00:38:06 IST 2015	Hi #DevonHour have you heard about our Old Barn #Wedding venue ? Check it out here :
656911804388524033	1905269400	Thu Oct 22 00:45:53 IST 2015	looks a lovely venue for a #party ! #devonhour
656912304110440448	2900790797	Thu Oct 22 00:47:52 IST 2015	Thank you ! It is .
16	7
656909843953881089	2900790797	Thu Oct 22 00:38:06 IST 2015	Hi #DevonHour have you heard about our Old Barn #Wedding venue ? Check it out here :
656910162985398272	32530890	Thu Oct 22 00:39:22 IST 2015	What a stunning venue !
656910333634809856	2900790797	Thu Oct 22 00:40:02 IST 2015	Thank you ! :-) Are you looking for one by any chance ?
656910668885544960	32530890	Thu Oct 22 00:41:22 IST 2015	I wish ! If I was engaged this would be my ideal venue ! I am a wedding photographer though :-)
656911049589936128	2900790797	Thu Oct 22 00:42:53 IST 2015	Great ! Always good to connect then ! :-)
